Text	Transcription	IPA	Description	Notes
全	quán		cały	
照	zhào		fotografować	
片	piàn		płatek	
看	kàn		spojrzeć	
只	zhǐ		tylko	
做	zuò		robić	
夫	fū		mężczyzna	
医	yī		lekarz	
院	yuàn		dwór; instytucja	
司	sī		odpowiadać za	
商	shāng		biznes	
店	diàn		sklep	
律	lǜ		prawo	
外	wài		zewnętrzny	
贸	mào		handel	
职	zhí		urząd	
员	yuán		członek	
概	gài		około	
