Text	Transcription	IPA	Description	Notes
北	běi		północ	
京	jīng		stolica	
言	yán		słowo	
怎	zěn		jak	
样	yàng		wygląd	
觉	jué		czuć	
得	dé		otrzymać	
法	fǎ		prawo; metoda	
听	tīng		słuchać	
说	shuō		mówić	
比	bǐ		porównywać	
较	jiào		względnie	
容	róng		zawierać	
易	yì		łatwy	
但	dàn		ale	
读	dú		czytać	
写	xiě		pisać	
新	xīn		nowy	
屋	wū		pokój	
班	bān		klasa	
