Text	Transcription	IPA	Description	Notes
吃	chī		jeść	
饭	fàn		żywność	
馒	mán		bułka gotowana na parze	
头	tóu		głowa	
要	yào		chcieć	
个	gè		sztuka; jednostka	
米	mǐ		ryż	
喝	hē		pić	
鸡	jī		kurczak	
蛋	dàn		jajko	
汤	tāng		zupa	
啤	pí		piwo	
酒	jiǔ		wino	
些	xiē		kilka	
饺	jiǎo		pierożki	
包	bāo		nadziewana bułka gotowana na parze	
面	miàn		mąka	
条	tiáo		pasek	
