Text	Transcription	IPA	Description	Notes
久	jiǔ		długo	
经	jīng		zarządzać	
理	lǐ		zazrądzać	
虎	hǔ		tygrys	
最	zuì		najbardziej	
近	jìn		blisko	
刚	gāng		dopiero co	
开	kāi		otwierać	
点	diǎn		trochę	
忙	máng		zajęty	
咖	kā		kawa	
啡	fēi		(używany w transkrypcji)	
杯	bēi		kubek	
车	chē		pojazd	
自	zì		samodzielnie	
颜	yán		kolor	
色	sè		kolor	
辆	liàng		(klasyfikator dla pojazdów)	
蓝	lán		niebieski	
