Phrase	Grammar	Transcription	Translation	Notes
ἡ φυλακή, -ῆς	N		a guard, a prison, a watch	
δεύτερος, -α, -ον	Pro		second	
πρό	N		before (gen)	
κρατέω	V		rule, conquer, seize	
ἁμαρτάνω	V		to sin	
καθίζω	V		to seat, sit	
ἡ γενεά, -ᾶς	N		a generation	
ἡ σωτηρία, -ας	Adj		salvation	
ἀπαγγέλλω	V		to announce, report	
οὐκέτι	N		no more, no longer, no further, opp. οὔπω (not yet)	
ὅμοιος, -α, -ον	N		like	
δέομαι	V		to bind	
τό θηρίον, -ου	N		a wild beast	
ἡ θλῖψις, -εως	N		tribulation	
ἡ κρίσις, -εως	Adv		judgment	
ὁ ναός, -οῦ	Adj		a temple	
ποῦ	Pre		where? whither?	
ὁ φόβος, -ου	Adj		fear, terror	
σταυρόω	N		to crucify	
ὁ Ἰούδας, -α	N		Judas, Judah	
ἁμαρτωλός, -όν	Pre		sinful; sinner (as a noun)	
προσφέρω	V		to bring to, offer	
οὐαί	V		woe! alas!	
κατοικέω	V		to inhabit, dwell	
ἐπιγινώσκω	V		to come to know, recognize	
διώκω	V		to pursue, persecute	
μικρός, -ά, -όν	Intrj		small, little	
τό μέρος, -ους	N		a part	
ἐγγίζω	V		to come near	
τό σπέρμα, -τος	V		a seed	
σεαυτοῦ, -ῆς	Adj		of you	
πάντοτε	Adv		always	
ἡ ἀνάστασις, -εως	V		resurrection	
θεραπεύω	N		to heal	
πάσχω	V		to suffer	
ἐργάζομαι	V		to work	
τέσσαρες	Adj		four	
σήμερον	V		today	
διέρχομαι	V		to pass through	
ἑτοιμάζω	Adj		to prepare	
ἡ Ἰουδαία, -ας	N		Judea	
ὁ Ἡρῴδης, -ου	V		Herod	
ἄξιος, -α, -ον	N		worthy	
εὐλογέω	Pre		to bless	
λύω	N		to loose	
παρίστημι	Adv		to be present, stand by	
ἡ τιμή, -ῆς	Adj		honor, price	
θαυμάζω	V		to marvel, wonder at	
καινός, -ή, -όν	Adj		new	
ὁ Ἰάκωβος, -ου	N		James	
φωνέω	N		to call	
χωρίς	V		without, apart from (gen)	
τό μνημεῖον, -ου	V		a tomb, monument	
πλανάω	N		to lead astray	
πειράζω	N		to test, tempt, attempt	
πέντε	V		five	
μισέω	V		to hate	
ὀλίγος, -η, -ον	N		little, few	
ἱκανός, -ή, -όν	V		sufficient, able, considerable	
ἐμαυτοῦ, -ῆς	N		of myself	
ὁ ἄρχων, -οντος	N		a ruler	
κλαίω	V		to weep	
βούλομαι	V		to wish, determine	
ὑποτάσσω	V		to subject, put in subjection	
τό πρόβατον, -ου	V		a sheep	
ἡ ἐπιθυμία, -ας	Adj		eager desire, passion, lust	
τό τέλος, -ους	V		end	
λογίζομαι	V		to account, reckon	
περισσεύω	V		to abound, be rich	
ἡ θύρα, -ας	V		a door	
πράσσω	V		to do, perform	
εὐχαριστέω	V		to give thanks	
ἐπιτίθημι	N		to lay upon	
οἰκοδομέω	N		to build, edify	
δικαιόω	V		to justify, pronounce righteous	
ἅπτω	Adj		grasp (c. gen) <br />perceive (c. gen)	
ὁ διάβολος, -ου	N		slanderer, accuser, the Devil	
διακονέω	V		to wait upon, serve	
ὥσπερ	N		just as, even as	
ἡ διακονία, -ας	Adj		waiting at table, service, ministry	
μετανοέω	Adj		to repent	
ὀπίσω	Pre		behind, after (gen)	
ἡ περιτομή, -ῆς	V		circumcision	
ὀφείλω	V		to owe, ought	
ἐπιστρέφω	N		to turn to, return	
ὁ ἀγρός, -οῦ	N		a field	
ὁ Φίλιππος, -ου	Adv		Philip	
ἡ ὀργή, -ῆς	Conj		wrath, anger	
καυχάομαι	V		to boast	
ὁ Ἰωσήφ	N		Joseph	
τό μέλος, -ους	N		a member	
εὐθέως	N		immediately	
βλασφημέω	V		to revile, blaspheme	
ἄρτι	N		now, just now	
ὁ Σατανᾶς, -ᾶ	N		Satan	
ὑποστρέφω	N		to turn back, return	
ἡ προσευχή, -ῆς	Adv		prayer	
ἔξειμι	N		to depart, leave	
μάρτυς, μάρτυρος	V		a witness	
ἡ μαρτυρία, -ας	V		a testimony, evidence	
τό οὖς, ὠτός	N		an ear	
καλῶς	Adv		well	
ἅπας, -ασα, -αν	Conj		all	
παραγίνομαι	Pro		to come, arrive	
