Phrase	Grammar	Transcription	Translation	Notes
ἄνευ	V		without (gen)	
ὁ Ἀμιναδάβ	Adv		Amminadab	
ἀνατρέπω	V		to overturn, upset, destroy	
ἀπαλλάσσω	V		to leave, deliver, settle	
ἀκέραιος, -ον	V		unmixed, pure, innocent	
ἄλαλος, -ον	V		dumb, mute, speechless	
ἡ αἰχμαλωσία, -ας	V		captivity, host of captives	
ἀντιλαμβάνομαι	Adj		to help, take part in	
ἀκυρόω	N		to revoke, invalidate	
ἅλλομαι	N		to leap, spring up	
τό ἄλφα	V		Alpha	
ἀνήκω	V		to be fit, be proper	
ἀνορθόω	V		to restore, strengthen, rebuild	
ὁ Ἀμώς	Adj		Amos	
ἀμφιέννυμι	V		to clothe, dress	
ἀναζητέω	V		to look, search	
ἀνατρέφω	N		to nurture, care for, bring up	
ἄλογος, -ον	Adv		without reason, absurd	
ἀνέρχομαι	N		to go up	
ἀνεπίλημπτος, -ον	V		without reproach, above reproach	
ὁ ἀνθρωποκτόνος, -ου	V		a murderer	
ἀπαίρω	Adj		to take away, depart	
ἡ ἀνάγνωσις, -εως	N		reading	
ἀλοάω	V		to thresh	
ἡ ἀλώπηξ, -εκος	Adj		a fox	
ἀναστατόω	Adj		to stir up, disturb, upset	
ἀπαλλοτριόομαι	N		to alienate, estrange	
ἆρα	N		an untranslatable interrog. particle implying anxiety or impatience.	
ὁ ἀρραβών, -ῶνος	V		an earnest, pledge, deposit	
ἀριστάω	V		to have breakfast, eat a meal	
ἀπρόσκοπος, -ον	V		blameless, giving no offense	
ἀστοχέω	V		to miss the mark, go astray	
ἀποκαταλλάσσω	N		to reconcile	
ἀρκετός, -ή, -όν	V		sufficient, enough, adequate	
ἀροτριάω	V		to plow	
ἀπόκρυφος, -ον	Adj		hidden, secret	
ἀποφεύγω	V		to escape, escape from	
ἡ ἀσφάλεια, -ας	N		certainty, security, safety, truth	
ἡ ἀπειλή, -ῆς	V		a threat	
ἀπατάω	V		to deceive	
ἀποσυνάγωγος, -ον	N		expelled from the congregation, synagogue	
ἡ ἀσωτία, -ας	V		dissipation, debauchery, profligacy	
ἀποχωρέω	Adv		to go away, depart, leave	
ὁ ἀρχιτρίκλινος, -ου	N		headwaiter, butler	
ἄσβεστος, -ον	V		unquenchable	
ἀσφαλῶς	N		safely, securely, certainly	
τό ἄριστον, -ου	V		breakfast, dinner	
ἀριθμέω	N		to number, count	
ἀποφθέγγομαι	V		to declare, utter	
ἀργυροῦς, -α, -'	N		silver	
ἡ ἀπάντησις, -εως	V		a meeting	
τό ἀποστάσιον, -ου	N		certificate of divorce	
ἡ ἁρπαγή, -ῆς	N		plunder, robbery	
ἀρτύω	V		to season, make salty	
Γερασηνός, -ή, -όν	Adj		a Gerasene	
Γολγοθᾶ	N		Golgotha	
ἡ γυμνότης, -ητος	Adj		nakedness, exposure, destitution	
ἡ βία, -ας	V		strength, force, violence	
βραδύς, -εῖα, -ύ	V		slow	
δεκαπέντε	Part		fifteen	
ὁ Βαλαάμ	N		Balaam	
ἡ Γεννησαρέτ	N		Gennesaret	
δελεάζω	Adj		to lure, entice	
ὁ βυρσεύς, -έως	N		a tanner	
αὐλέω	V		to play a flute	
ἡ γαλήνη, -ης	V		a calm	
τό βούλημα, -τος	N		purpose, will, intention, desire	
ἡ Βηθφαγή	V		Bethphage	
ἡ Δεκάπολις, -εως	V		Decapolis	
βιωτικός, -ή, -όν	Adj		a matter of (daily) life, life	
ὁ βόθυνος, -ου	N		a pit	
ἡ βάσανος, -ου	Adv		(an examination by) torture, torment, pain	
ἀχειροποίητος, -ον	Adj		not made with hands	
δειλός, -ή, -όν	V		cowardly, timid	
ἄφνω	Adv		suddenly	
ὁ Βόες	V		Boaz	
ὁ γόμος, -ου	N		cargo, freight	
ὁ βραχίων, -ονος	N		the arm	
τό βιβλαρίδιον, -ου	V		a little book	
ἡ Βερνίκη, -ης	Adj		Bernice	
ὁ Γαλλίων, -ωνος	N		Gallio	
διαφημίζω	V		to spread abroad	
διασπείρω	N		to scatter	
διαβαίνω	Adj		to go through, cross	
ὁ Δημᾶς, -ᾶ	Adj		Demas	
ὁ δεσμοφύλαξ, -ακος	N		a prison keeper, jailer	
ἡ διαίρεσις, -εως	N		a division, variety	
ὁ δρόμος, -ου	N		a course, race	
διαρπάζω	N		to plunder	
δεσμεύω	Adj		to bind together, to tie up (in a bundle)	
ὁ Δημήτριος, -ου	V		Demetrius	
τό διάδημα, -τος	V		a diadem, crown	
διδακτός, -ή, -όν	V		instructed, taught	
ἡ διαστολή, -ῆς	Adj		a difference, distinction	
διαζώννυμι	Adj		to gird about, put on	
ἡ δραχμή, -ῆς	Adj		a drachma, coin	
διαγίνομαι	V		to go through, pass, elapse	
ἡ διάκρισις, -εως	Adj		the act of passing judgment, distinguishing	
ἡ δίκη, -ης	N		penalty, punishment, justice	
ἡ δούλη, -ης	N		female slave, bondwoman	
διαβλέπω	N		to see clearly, look intently	
δίστομος, -ον	V		two-edged	
διαγγέλλω	V		to publish abroad, proclaim	
δῆλος, -η, -ον	N		clear, evident, plain	
