Phrase	Grammar	Transcription	Translation	Notes
ἀνθρώπινος, -η, -ον	N		human	
ἀποδέχομαι	N		to receive gladly, welcome	
ὁ ἀήρ, -έρος	V		air	
ἀτιμάζω	V		to dishonor	
ἡ ἀφθαρσία, -ας	V		incorruptibility, immortality	
ἡ Βηθσαϊδά	N		Bethsaida	
βραχύς, -εια, -ύ	Adj		short, little	
ἡ ἀπάτη, -ης	N		deceit, deceitfulness	
ὁ Βεελζεβούλ	N		Beelzebul	
δηλόω	V		to make clear, declare	
βρέχω	V		to send rain, to rain, to wet	
ἡ ἀτιμία, -ας	V		dishonor	
ὁ βρυγμός, -οῦ	N		a biting, a gnashing of teeth	
ἀγανακτέω	Adv		to be indignant	
ἡ ἀπείθεια, -ας	Adj		disobedience	
γαμίζω	N		to give in marriage	
ἄκαρπος, -ον	N		unfruitful	
ἀπολείπω	Adv		to leave, leave behind, abandon	
ἡ ἀφορμή, -ῆς	Adv		an occasion, opportunity	
ἀξιόω	V		to consider worthy	
ἡ ἀγέλη, -ης	V		a herd	
ἀεί	V		always, ever, unceasingly	
δέκατος, -η, -ον	V		tenth	
τό χάραγμα, -τος	N		a stamp, impress	
ἁγνίζω	N		to purify, cleanse from defilement	
ἀνταποδίδωμι	V		to recompense, repay	
ἡ ἐκλογή, -ῆς	N		a (divine) selection, choice	
ὁ εἰδωλολάτρης, -ου	V		an image worshiper, idolater	
ὁ ἐπιστάτης, -ου	V		a chief, commander, master	
ἔνειμι	N		to be in, within	
ἐκζητέω	N		to seek out, inquire	
ἐπιδείκνυμι	N		to show, to prove	
εὔχομαι	V		to pray	
διατίθημι	N		to grant, dispose of by a will	
ἐλευθερόω	N		to set free, exempt (from liability)	
ἡ ἐριθεία, -ας	N		rivalry, ambition	
τό δῶμα, -τος	V		a house, a housetop	
ἡ ζήτησις, -εως	N		a debate, controversy, discussion	
ἐνίστημι	N		to be present	
ἐγκαλέω	V		to accuse, bring a charge	
δόκιμος, -ον	V		tested, approved	
ἡ ἐπιταγή, -ῆς	V		a command, commandment	
διαστρέφω	V		to distort, pervert, misinterpret, corrupt	
ἡμέτερος, -α, -ον	N		our	
Ἑβραϊστί	V		a Hebrew	
ἐπίκειμαι	N		to lie on	
ἡ ἔκστασις, -εως	Adj		bewilderment, ecstasy, astonishment	
ἐνδυναμόω	V		to strengthen, empower	
ἡ δοκιμή, -ῆς	N		proof, approval	
ἐπίγειος, -ον	V		of the earth, earthly	
ἐμπίπτω	V		to fall into	
εὔκοπος	N		easy; only comparative in the NT	
ἐποικοδομέω	V		to build upon	
ὄπισθεν	V		behind, after	
ἡ μοιχαλίς, -ίδος	V		an adulteress	
τό θεῖον, -ου	N		brimstone	
ὁ ἰατρός, -οῦ	N		a physician	
καθέζομαι	Adj		to sit down	
ὁ θόρυβος, -ου	V		an uproar, riot	
λιθοβολέω	Adj		to pelt with stones, to stone	
κυριεύω	N		to be lord over, rule	
πάλαι	N		long ago, of old	
πανταχοῦ	N		everywhere	
κρεμάννυμι	V		to hang	
κλίνω	N		to cause to bend, bow	
ὁ καθαρισμός, -οῦ	V		a cleansing, purification	
ὁ κόκκος, -ου	V		a grain, seed	
ἡ μνεία, -ας	N		remembrance, mention	
ὁ νότος, -ου	V		the south wind, south	
ἡ Ἰεριχώ	N		Jericho, a city of Pal.	
θαρσέω	V		to be of good courage	
καταπίνω	V		to drink down, swallow	
μαστιγόω	N		to scourge	
ὁ ὀφειλέτης, -ου	N		a debtor	
μεταλαμβάνω	V		to partake of, share	
κτάομαι	N		to acquire	
λάμπω	V		to shine	
πολεμέω	Adj		to wage war	
στρατεύομαι	V		to make war, hence to serve as a soldier	
ἡ ῥομφαία, -ας	N		a sword	
ὁ Συμεών	Adv		Simeon	
στοιχεῖον	V		elementary principles, elements	
ἡ σπεῖρα, -ης	N		cohort	
ῥήγνυμι	V		to break apart, throw down, dash	
ἡ σκιά, -ᾶς	N		shadow	
σαρκικός, -ή, -όν	V		fleshly, carnal	
συμβιβάζω	V		to hold together, to instruct	
συντρίβω	N		to break in pieces, crush	
ἡ σύνεσις, -εως	Adj		understanding, insight	
ἡ Σιών	Adj		Zion	
τό πτῶμα, -τος	N		dead body, corpse	
πρέπω	V		to be clearly seen, to be fitting, proper	
πεντήκοντα	V		fifty	
προσμένω	V		to wait longer, remain	
συνανάκειμαι	Adj		to recline with (at table)	
συγχαίρω	N		to rejoice with	
ἡ παράβασις, -εως	V		a going aside, a transgression	
ἡ πονηρία, -ας	N		iniquity, wickedness	
προσφωνέω	N		to call to	
πνέω	N		to blow	
περιβλέπομαι	Adj		to look around	
ποταπός, -ή, -όν	V		from what country? what kind of?	
προστάσσω	V		to command, order	
τό χεῖλος, -ους	N		a lip, an edge	
ὁ αἰγιαλός, -οῦ	N		the seashore, beach	
τό ἀνάθεμα, -τος	N		a votive offering, that which is accursed	
ἀνακλίνω	V		to lay upon, lay down, to lie back	
ὁ τράχηλος, -ου	N		the neck	
ἀλλάσσω	Adj		to change	
ὁ τάφος, -ου	Adj		a grave, tomb	
φθάνω	N		to come before (another), anticipate, arrive	
χαλάω	V		to slacken, let down	
τό φίλημα, -τος	V		a kiss	
ἡ φλόξ, -φλογός	V		a flame	
τό φρέαρ, -ατος	V		a well	
ὑπομιμνῄσκω	N		to remind, remember	
φυσιόω	V		to puff or blow up, be arrogant	
ἡ ᾠδή, -ῆς	V		a song, ode	
ἡ αἰσχύνη, -ης	N		shame	
χρηστός, -ή, -όν	N		good, kind	
Ἀκύλας	V		Aquila	
τό ὑποπόδιον, -ου	N		a footstool	
τό ἄκρον, -ου	N		high point, boundary	
φιμόω	Adj		to muzzle, to put to silence	
ὁ ψαλμός, -οῦ	N		a psalm, Psalm	
ὁ φονεύς, -έως	N		a murderer	
