Phrase	Grammar	Transcription	Translation	Notes
ὁ ἀριθμός, -οῦ	V		a number	
παρατίθημι	N		to set before; to entrust (middle)	
ἡ ἀποκάλυψις, -εως	Adj		a revelation	
ὁ δεσμός, -οῦ	N		a fetter, bond, chain	
ἡ βλασφημία, -ας	V		reproach, blasphemy	
τέλειος, -α, -ον	Adj		complete, perfect, mature	
κοιμάομαι	Adj		to sleep, fall asleep	
ὁ κόπος, -ου	N		labor, trouble	
εἰσπορεύομαι	Adj		to enter	
ἐλάσσων, -ον	N		lesser	
κατακρίνω	V		to condemn	
κρύπτω	N		to conceal	
ἡ προφητεία, -ας	N		a prophecy	
καταγγέλλω	N		to proclaim	
ἐπιβάλλω	N		to lay upon	
ἀληθῶς	V		truly	
ἡ Ἀντιόχεια, -ας	N		Antioch	
κενός, -ή, -όν	N		empty, vain	
τό παράπτωμα, -τος	N		a trespass	
ἡ Ἀσία, -ας	Adv		Asia	
κληρονομέω	V		to inherit	
ἡ δέησις, -εως	N		an entreaty, prayer	
πότε	V		when?	
ὁ θυμός, -ου	Adv		wrath	
ἐπιτρέπω	N		to permit	
ἡ ἀπώλεια, -ας	N		destruction	
παραχρῆμα	Part		immediately	
χρυσοῦς, -ῆ, -οῦν	V		golden	
καταλύω	V		Put down, destroy, abolish; lodge (intrans)	
τό βρῶμα, -τος	N		food	
κατέχω	V		to hold back, restrain 	
ὁ ἵππος, -ου	N		a horse	
ὁ θησαυρός, -οῦ	V		a storehouse, treasure	
ὁ πόλεμος, -ου	V		a war	
ὁ πυλών, -ῶνος	N		a vestibule, gateway	
κρυπτός, -ή, -όν	Adj		hidden	
ἡ οἰκοδομή, -ῆς	V		a building; edification	
προστίθημι	Adj		to add, add to	
ἐλέγχω	V		to convict, reprove	
ἕτοιμος, -η, -ον	N		ready, prepared	
ἑκατόν	V		a hundred	
ἡ ἀνάγκη, -ης	V		necessity, distress	
ἡ ἄφεσις, -εως	Adj		a sending away, remission	
ἀρέσκω	Adv		to please	
τίκτω	N		to give birth to	
ἐξίστημι	N		to amaze; confuse; loose one's mind; astonish	
ὁ ποιμήν, -ένος	Adv		a shepherd	
ἐπαύριον	N		on the morrow, on the next day	
μήτι	V		interrogative particle in questions expecting a negative answer	
φανερός, -ά, -όν	N		manifest	
πολλάκις	V		often	
ἡ Καισάρεια, -ας	N		Caesarea	
κερδαίνω	N		to gain	
ῥύομαι	Pre		to save, rescue, deliver	
ὁ γάμος, -ου	V		a marriage, wedding, wedding feast	
ἀνακρίνω	Adv		to examine	
τό πλήρωμα, -τος	V		fullness	
διαλογίζομαι	N		to debate, reason	
ἐκτείνω	Adv		to stretch forth, stretch out	
ταράσσω	Adv		to trouble	
πλησίον	N		near; a neighbor (as a noun)	
νίπτω	Adj		to wash	
ὑπομένω	N		to tarry; to endure	
ὁ ποταμός, -οῦ	V		a river	
ἀθετέω	V		to reject	
ἐμβαίνω	V		to embark	
ἡ ῥίζα, -ης	V		a root	
ὁ δηνάριον, -ου	V		a denarius	
περιτέμνω	V		to circumcize	
ἔπειτα	V		then	
ἐπιμένω	N		to continue	
ἐπιθυμέω	N		to desire	
ὁ δέσμιος, -ου	N		a prisoner	
μέχρι	N		until; as far as (gen)	
διψάω	V		to thirst	
ὁ ὑποκριτής, -οῦ	V		a hypocrite	
τό δεῖπνον, -ου	Adj		a supper	
διατάσσω	N		to command	
τό χάρισμα, -τος	Adv		a gift	
ὡσαύτως	N		likewise	
τολμάω	N		to dare to (c. inf)	
ὁ κλέπτης, -ου	V		a thief	
πλήρης, -ες	V		full	
ἡ σφραγίς, -ῖδος	V		a seal	
παρέχω	N		to offer	
τό τέρας, -ατος	Adj		a wonder	
ἡ Καφαρναούμ	V		Capernaum	
ἀνέχομαι	N		to endure	
ἡ Ἔφεσος, -ου	N		Ephesus	
κακῶς	N		badly	
τό πάθημα, -τος	V		suffering	
κλείω	V		to shut	
ὁ ἐργάτης, -ου	N		a workman, laborer	
ὁ ζῆλος, -ου	N		zeal, jealousy	
ἡ λύπη, -ης	Adv		pain, grief, sorrow	
ἡ σκοτία, -ας	N		darkness	
ὑστερέω	N		to lack, need	
οὐδέποτε	V		never	
χορτάζω	V		to eat to the full, be satisfied, be filled	
προσδοκάω	V		to wait for, expect	
συνίστημι	N		to commend (transitive); to stand with, consist (intransitive)	
ἡ εὐλογία, -ας	N		a blessing	
κατέρχομαι	V		to come down, go down	
συλλαμβάνω	N		Collect, take together, comprehend, conceive	
ὁ νυμφίος, -ου	N		a bridegroom	
ἡ συκῆ, -ῆς	V		a fig tree	
ἡ ἀνομία, -ας	N		lawlessness	
ἡ τροφή, -ῆς	V		food	
γεύομαι	N		to taste	
ἡ εὐσέβεια, -ας	V		godliness, piety	
ἡ Δαμασκός, -οῦ	N		Damascus	
νομίζω	N		to suppose	
ἡ εὐχαριστία, -ας	Adv		thanksgiving	
ἐπαγγέλλομαι	N		to promise	
ἐντέλλομαι	N		to command	
ὅθεν	N		whence, wherefore	
ὁ θεμέλιος, -ου	N		a foundation	
γυμνός, -ή, -όν	V		naked	
ἡ θρίξ, -τριχός	V		a hair	
καταλαμβάνω	N		to overtake, apprehend	
ἡ ἐλαία, -ας	V		an olive tree	
μοιχεύω	V		to commit adultery	
ὁ Λάζαρος, -ου	V		Lazarus	
δέρω	N		to beat	
ξηραίνω	Adj		to dry up	
νήπιος, -α, -ον	V		an infant, child	
ὁ κληρονόμος, -ου	N		an heir	
ὁ Ἰορδάνης, -ου	V		the Jordan	
