Phrase	Grammar	Transcription	Translation	Notes
τό βιβλίον, -ου	V		a book	
ἀσθενέω	V		to be weak, sick	
ναί	Adj		truly, yes	
ἡ παρρησία, -ας	N		boldness, confidence	
ποῖος, -α, -ον	V		what sort of? what?	
ἐχθρός, -ή, -όν	Adj		hating; enemy (as a noun)	
καθαρίζω	N		to cleanse	
ὁ ἥλιος, -ου	Adj		the sun	
ἐκπορεύομαι	V		to go out	
παραγγέλλω	V		to command, charge	
ὁ ἄνεμος, -ου	Adv		a wind	
ἡ διαθήκη, -ης	V		a covenant	
πλήν	N		however, but, only, nevertheless; except (gen)	
ἐγγύς	N		near	
πτωχός, -ή, -όν	N		poor; poor man (as a noun)	
τό ποτήριον, -ου	V		a cup	
δυνατός, -ή, -όν	V		powerful, possible	
τό πλῆθος, -ους	Conj		a multitude	
ἐλπίζω	N		to hope	
ἀρνέομαι	Part		to deny	
ἡ ὑπομονή, -ῆς	N		steadfast endurance, perseverance	
ὁ ἱερεύς, -έως	V		a priest	
ἀναγινώσκω	Adj		to read	
ἀκάθαρτος, -ον	N		unclean	
δείκνυμι	N		to show	
μήτε	V		neither, nor	
ὁ οἶνος, -ου	N		wine	
τό πάσχα	Adj		passover (indeclinable)	
παρέρχομαι	Adv		to pass by, pass away; to arrive	
ποτέ	N		at some time, once, ever, formerly	
φαίνω	V		to shine, appear	
ἡ διδαχή, -ῆς	N		teaching	
ἡ φυλή, -ῆς	N		a tribe	
ὁ διάκονος, -ου	V		a servant, administrator, deacon	
ἐλεέω	V		to have mercy	
τό σκότος, -ους	V		darkness	
ὁ Ἠλίας, -ου	N		Elijah	
συνέρχομαι	V		to come together	
ὁ Καῖσαρ, -ος	Adv		Caesar	
ἐπιτιμάω	N		to rebuke, warn	
ὁ μισθός, -οῦ	V		wages, reward	
προσκαλέομαι	N		to summon, call to	
ἡ παράκλησις, -εως	V		an exhortation, consolation, comfort	
ὁμοίως	N		likewise	
ἡ μάχαιρα, -ης	V		a sword	
φυλάσσω	N		to guard, keep	
ἡ γνῶσις, -εως	N		wisdom, knowledge	
πόθεν	N		whence?	
σκανδαλίζω	Adj		to cause to stumble	
ἀγοράζω	V		to buy	
ἐπικαλέω	Adv		to call, name; to invoke, appeal to (middle)	
τό ἀρνίον, -ου	V		a lamb	
ἡ συνείδησις, -εως	N		conscience	
ἰσχυρός, -ά, -όν	N		strong	
ἀληθινός, -ή, -όν	N		TRUE	
καθαρός, -ά, -όν	Adj		clean	
τό μυστήριον, -ου	Intrj		a mystery	
ἡ χώρα, -ας	N		a country	
πλούσιος, -α, -ον	Adj		rich	
ὁ φίλος, -ου	V		loving; a friend (as a noun)	
ὁ Ἰακώβ	V		Jacob	
ἡ θυγάτηρ, -τρός	V		a daughter	
ἴδε	V		see! behold!	
ἐκχέω	N		to pour out	
τελέω	V		to finish, fulfill	
ἡγέομαι	N		to be chief; to think, regard, consider	
προφητεύω	Adj		to prophesy	
ἀδικέω	V		to wrong, do wrong, harm	
ἐνδύω	N		to put on, clothe	
τό ἔλεος, -ους	N		pity, mercy, compassion	
βαστάζω	Adv		to bear, carry	
νικάω	V		to conquer	
ἰσχύω	V		to be strong, able	
ἡ θυσία, -ας	V		a sacrifice	
ἁγιάζω	N		to sanctify	
γαμέω	N		to marry	
ἐκεῖθεν	Adj		there, thence, from that place	
καταργέω	N		to bring to naught, abolish	
φεύγω	N		to flee	
ὁ Βαρναβᾶς, -ᾶ	V		Barnabas	
γέ	N		indeed, at least, really, even	
ἰάομαι	V		to heal	
ἐπεί	V		when, since	
πόσος, -η, -ον	V		how great? how much?	
ὀμνύω	Adj		to swear, take an oath	
ἀσθενής, -ές	V		weak	
πνευματικός, -ή, -όν	Adj		spiritual	
ἡ ἀδελφή, -ῆς	N		a sister	
ἡ ἀδικία, -ας	V		unrighteousness	
λυπέω	Adj		to grieve	
φρονέω	V		to think	
ἀναβλέπω	N		to look up, receive sight	
οὔπω	V		not yet	
ὁ σταυρός, -οῦ	V		a cross	
δέκα	N		ten	
ἀληθής, -ές	N		TRUE	
ἕνεκα	Pre		on account of, for the sake of (gen)	
ἡ χήρα, -ας	V		a widow	
ἀποκαλύπτω	V		to reveal	
ὁ στρατιώτης, -ου	Adv		a soldier	
ἡ Aἴγυπτος, -ου	V		Egypt	
ἥκω	Part		to have come	
συνίημι	V		to understand	
γνωρίζω	Adj		to make known	
ὁμολογέω	Conj		to confess, profess	
ἡ κώμη, -ης	V		a village	
τό κρίμα, -τος	N		judgment	
κεῖμαι	N		to lie, be laid	
ἡ παῖς, παιδός, ὁ	V		a boy, girl, child, servant	
λευκός, -ή, -όν	N		white	
πάρειμι	V		to be present; to have arrived	
προσέχω	V		to attend to, give heed to	
