Phrase	Grammar	Transcription	Translation	Notes
γογγύζω	N		to mutter, murmur	
ἀναγκαῖος, -α, -ον	N		necessary	
αἰνέω	N		to praise	
τό ἅλας, -ατος	N		salt	
ἀρκέω	Pre		to assist, suffice	
ἀπεκδέχομαι	N		to await eagerly	
ἡ ἀπολογία, -ας	Adj		a speech in defense	
ἀπιστέω	Adj		to disbelieve, be faithless	
τό βρέφος, -ους	N		an unborn or a newborn child, baby	
βεβαιόω	N		to confirm, secure	
ἄφθαρτος, -ον	N		imperishable; immortal	
ἀντίκειμαι	V		to lie opposite, i.e. oppose, withstand	
βοηθέω	N		to come to the aid of	
ἡ ἁπλότης, -ητος	V		singleness, hence simplicity	
διαστέλλομαι	V		to set apart, fig. to distinguish, to charge expressly	
ἄπειμι	Adj		to go away, depart; to be absent	
γεμίζω	V		to fill	
διανοίγω	V		to open up completely	
ἄμωμος, -ον	V		without blemish	
ὁ βοῦς, βοός	Adj		an ox, a cow	
ἀργός, -ή, -όν	V		inactive, idle	
ὁ δάκτυλος, -ου	N		a finger	
διακόσιοι, -αι, -α	V		two hundred	
ἡ Βηθλέεμ	V		Bethlehem	
ἀποκαθιστάνω	V		to restore, bring back	
βέβαιος, -α, -ον	Adj		firm, secure	
τό βάθος, -ους	N		depth	
εἰσφέρω	Adj		to carry inward, bring in	
δουλόω	V		to enslave, bring under subjection	
εὐλογητός, -ή, -όν	Adv		well spoken of, blessed	
θησαυρίζω	V		to lay up, store up, treasure	
διασῴζω	V		to bring safely through (a danger), to save thoroughly	
ἕλκω	Adj		to drag	
διηγέομαι	Adj		to relate fully	
ἡ ἡλικία, -ας	V		maturity, age	
ὁ εὐνοῦχος, -ου	N		a eunuch	
τό ἔνδυμα, -τος	N		apparel (esp. the outer robe)	
ἡ ζώνη, -ης	N		a belt	
καλύπτω	V		to cover	
ἐνθάδε	Adj		within, here, hither	
ἐκφέρω	V		to carry out, bring forth	
ἐπιλανθάνομαι	N		to forget, neglect	
ἡ ἐσθής, -ῆτος	N		clothing	
ἴσος, -η, -ον	N		equal	
ἡ ἐνέργεια, -ας	N		operative power	
ἐπισυνάγω	V		gather, gather together	
ἐκφεύγω	N		to flee away	
ἐκτός	Adj		aside from, besides, outside (gen)	
ἐναντίος, -α, -ον	V		opposite, hostile, opposed, contrary	
ὁ ζηλωτής, -οῦ	V		Zealot	
ἐξαιρέω	N		to take out, to deliver	
τό ζιζάνιον, -ου	V		a tare	
τό δρέπανον, -ου	V		a sickle, a pruning hook	
κύκλῳ	V		in a circle, round about	
κοινωνέω	V		to have a share of	
Λευί, Λευίς	Adj		Levi	
τό μέτωπον, -ου	V		the forehead	
ξηρός, -ά, -όν	N		dry, withered	
μέντοι	N		yet, however	
ἡ νύμφη, -ης	V		a bride, a young woman	
ὀξύς, -εῖα, -ύ	N		sharp, swift	
ὁ Μελχισέδεκ	V		Melchizedek	
κινέω	V		to move	
ὁ Νῶε	Adj		Noah	
ἡ Κιλικία, -ας	Adj		Cilicia	
ὁ Μᾶρκος, -ου	V		Mark	
μετέχω	V		to partake of, share in	
ὀργίζομαι	V		to make angry	
τό μνῆμα, -τος	Part		grave, tomb	
καρποφορέω	V		to bear fruit	
μεγαλύνω	V		to make or declare great, enlarge, exalt	
τό κοράσιον, -ου	Adv		a girl	
νουθετέω	V		to admonish, exhort	
κόπτω	Adj		to strike, smite	
κατηχέω	N		to teach by word of mouth	
κατέναντι	V		over against, opposite	
ὁ Κορνήλιος, -ου	N		Cornelius	
ἡ μυριάς, -άδος	V		ten thousand, a myriad	
ὀκτώ	N		eight	
μεθερμηνεύω	Adj		to translate, to interpret	
͑Ρώμη, -ης, ἡ 	N		Rome	
συμβαίνω	Adj		to come together, to come to pass, happen	
ὁρίζω	V		to mark off by boundaries, to determine	
περιτίθημι	N		to place around	
πορνεύω	N		to commit fornication	
τό πραιτώριον, -ου	Adv		headquarters (in a Rom. camp)	
πρωτότοκος, -ον	N		first-born	
ταπεινός, -ή, -όν	N		humble, downcast	
τάσσω	V		to arrange, appoint, order	
συγκαλέω	N		to call together	
τό τάχος, -ους	V		speed	
προσκόπτω	Pre		to strike against, to stumble	
τό τεκνίον, -ου	V		a little child	
ἡ ὀσφύς, -ύος	V		the loin	
προσπίπτω	V		to fall upon, fall prostrate before	
ὅσιος, -α, -ον	V		righteous, pious, holy	
ἡ ὑπερβολή, -ῆς	N		excess, superiority, surpassing greatness	
τό σχίσμα, -τος	N		a tear, division	
πάντως	N		altogether, by all means	
σαπρός, -ά, -όν	N		rotten, worthless	
συλλέγω	N		to collect, gather	
τό συμβούλιον, -ου	V		counsel, a council	
προϊστημι	V		to put before, to set over, to rule	
ῥίπτω	V		to throw, cast, to throw off, toss	
ἡ πατρίς, -ίδος	V		of one's fathers, fatherland	
τό στράτευμα, -τος	N		an expedition, an army, a company of soldiers	
ἡ Συρία, -ας	V		Syria	
