Phrase	Grammar	Transcription	Translation	Notes
αἰχμαλωτίζω	Adv		to take or lead captive	
ὁ ἀκροατής, -οῦ	N		a hearer	
ἡ ἄγνοια, -ας	N		ignorance	
ἡ ἀγαθωσύνη, -ης	N		goodness	
ἀμελέω	V		to neglect, be unconcerned	
ἡ ἀκρίς, -ίδος	Adj		a locust	
ἡ ἄγκυρα, -ας	N		an anchor	
ἀδιαλείπτως	N		constantly, unceasingly	
ἡ ἄγαμος, -ου	N		unmarried	
ἡ ἀνάμνησις, -εως	N		a remembrance, reminder	
ψάλλω	V		sing, sing praise	
τό ἄνθος, -ους	N		a flower	
ἡ Ἀθῆναι, -ῶν	Adj		Athens	
ἀγρυπνέω	N		to be alert, keep watch	
τό ἁμάρτημα, -τος	N		a sin	
ὁ ἀμνός, -οῦ	V		a lamb	
ἀμίαντος, -ον	Adj		undefiled	
ψευδομαρτυρέω	V		to bear false witness	
ἀναθεματίζω	V		to curse, put under an oath or curse	
ἀλάβαστρος	V		vase for holding perfume or ointment	
ἀνίημι	V		to give up, loosen, unfasten	
ἁλληλουϊά	N		praise Yahweh, hallelujah	
ὁ Ἅβελ	N		Abel	
ἀνακάμπτω	N		to turn back, to return	
αἰσχρός, -ά, -όν	Adj		shameful, base	
ἀποκυλίω	N		to roll away	
ἀπόκειμαι	Adj		to be laid up, put away	
ἡ Ἁριμαθαία, -ας	V		Arimathea	
ὁ ἀρχηγός, -οῦ	V		founder, leader, prince	
ὁ Ἅννας, -α	V		Annas	
ἡ ἀντιλογία, -ας	N		dispute, contradiction, hostility	
τό ἄρωμα, -τος	V		a spice	
ἀποκρύπτω	V		to hide, conceal	
ἀποβαίνω	Adj		to get out, go away	
ἄσπιλος, -ον	V		spotless, unstained	
ἡ ἀποστολή, -ῆς	N		apostleship	
ἀποδεκατόω	N		to tithe, collect a tithe	
ἀνυπότακτος, -ον	N		not subject to rule, rebellious	
ἀριστερός, -α, -v	V		left, on the left	
τό ἄστρον, -ου	V		a star	
ἀντέχομαι	N		to hold, hold fast, be devoted to	
ἡ ἀπόκρισις, -εως	N		an answer	
ἀπογράφω	V		to register, enroll	
ἀποδείκνυμι	V		to exhibit, display, prove	
ἀποπλέω	Adj		to sail away	
τό ἅρμα, -τος	N		a chariot	
ἀποκεφαλίζω	V		to behead	
ἀποσπάω	N		to draw away, withdraw, draw out	
ἀσφαλίζω	N		to make secure, fasten	
ἀρεστός, -ή, -όν	V		pleasing, desirable	
ἀντλέω	Adj		to draw (water)	
ἄνυδρος, -ον	V		waterless, dry	
βαθύς, -εῖα, -ύ	N		deep	
ὁ βαπτισμός, -οῦ	N		washing, cleansing, baptism	
τό γέννημα, -τος	N		offspring, child, brood	
ὁ Βενιαμίν	N		Benjamin	
ἀφόβως	N		fearlessly	
ἡ Γαλατία, -ας	Adj		Galatia	
βλαστάνω	N		to sprout, produce	
ἄφωνος, -ον	N		speechless, mute, silent	
ἄτιμος, -ον	N		without honor, dishonored	
γλυκύς, -εια, -ύ	N		sweet	
ὁ Βαρθολομαῖος, -ου	V		Bartholomew	
τό βαλλάντιον, -ου	N		a purse, money bag	
ὁ γείτων, -ονος	V		a neighbor	
ἡ βασίλισσα, -ης	N		a queen	
βάπτω	Adv		to dip	
βλάσφημος, -ον	N		blasphemous, slanderous	
αὐτοῦ	N		there, here	
