Phrase	Grammar	Transcription	Translation	Notes
ὁ ἀγών, -ῶνος	N		a struggle, fight	
ὁ Ἀλέξανδρος, -ου	N		Alexander	
ἀναμιμνῄσκω	Adj		to remind, remember	
ἡ ταπεινοφροσύνη, -ης	Adv		lowliness of mind, humility	
ἀπειθής, -ές	N		disobedient	
ἀποστερέω	N		to defraud, deprive of	
ἡ ἀσέβεια, -ας	N		ungodliness, impiety	
τό βάρος, -ους	V		burden, weight	
ἀπωθέομαι	Adj		to reject, repudiate	
βουλεύομαι	N		to take counsel, deliberate, resolve	
ἀποτάσσομαι	V		to set apart, take leave of	
ἡ ἀποθήκη, -ης	N		a storehouse, barn	
ἀποφέρω	V		to carry off, bear away	
ἀποδημέω	N		to go abroad, go on a journey	
ἀξίως	N		worthily	
ἡ διαφθορά, -ᾶς	Adv		decay, corruption	
ἡ διάλεκτος, -ου	Conj		speech, language	
βαρύς, -εῖα, -ύ	Adv		heavy, burdensome	
ὁ βάτος, -ου	N		a bath (a liquid measure)	
ὁ βασανισμός, -οῦ	N		torment	
διαπεράω	N		to cross over	
βάρβαρος, -ον	N		barbarous, barbarian	
διαφθείρω	V		to destroy utterly, to spoil, corrupt	
ἀνόητος, -ον	V		foolish	
βαρέω	Adj		to burden, weigh down	
ἀπορέω	Adj		to be at a loss, be perplexed	
ἀνυπόκριτος, -ον	V		sincere, without hypocrisy, genuine	
τό βδέλυγμα, -τος	V		a detestable thing, abomination	
ἀναπληρόω	V		to fill up, fulfill	
ἀποκόπτω	V		to cut off	
ἐκδικέω	Adv		to vindicate, to avenge	
ἐξαυτῆς	N		at once, forthwith, immediately	
ἐγκεντρίζω	N		to ingraft, graft in	
ἕνδεκα	V		eleven	
ἐξαπατάω	V		to seduce wholly, deceive	
ἡ ἐπιφάνεια, -ας	V		appearance, appearing	
ἡ ἐργασία, -ας	N		profit, business, work	
ἐπαινέω	N		to praise	
ἐγκακέω	V		to lose heart	
εἰκῇ	N		without cause or reason, vainly	
ζημιόω	N		to suffer loss	
ἐξηγέομαι	V		to relate, explain	
εἴπερ	N		if perhaps	
ἐραυνάω	V		to search, examine, inquire	
διερμηνεύω	V		to translate, interpret	
ἐμπτύω	N		to spit upon	
διεγείρω	V		to arouse completely, stir up	
ἡ δοκός, -οῦ	V		a beam of timber, log	
ἐπιβαίνω	N		to go aboard, to set foot, embark	
δίς	V		twice	
ἐκδέχομαι	V		to await, expect	
ἐκδύω	N		to take off, to put off	
ὁ ζυγός, -οῦ	V		a yoke	
ἡ ἔχθρα, -ας	V		enmity, hostility	
