Phrase	Grammar	Transcription	Translation	Notes
διασκορπίζω	V		to scatter, separate, squander	
ἀσεβής, -ές	V		ungodly, impious	
ἄρσην, -εν	Adj		male	
ἡ ἀστραπή, -ῆς	Adj		lightning, brightness	
ἄνω	Adv		up, above	
ἡ αἵρεσις, -εως	N		choice, faction, party, sect	
ἡ γαστήρ, -τρός	V		the belly	
ἡ ἀπαρχή, -ῆς	N		the first fruit	
ἀλείφω	V		to anoint	
ἀποδοκιμάζω	V		to reject	
ἀναγκάζω	V		to force, compel, urge	
ἡ ἄμπελος, -ου	N		vine	
ἡ γνώμη, -ης	V		purpose, opinion, consent, decision	
βόσκω	N		to feed	
ἀποτίθημι	V		to put off, lay aside	
ἡ γωνία, -ας	N		an angle, a corner	
ἀποστρέφω	Adj		to turn away, turn back	
δεῦρο	V		until now, come here!	
ἄνομος, -ον	Adj		lawless, without law	
ἀνατέλλω	Adj		to cause to rise	
ὁ ἀρχισυνάγωγος, -ου	N		ruler of a synagogue	
διατρίβω	V		to continue	
ἡ Ἐλισάβετ	Adj		Elizabeth	
καταφρονέω	N		to think little of, despise	
ὁ Κηφᾶς, -ᾶ	N		Cephas	
ἐπιποθέω	Adj		to long for	
εὐώνυμος, -ον	N		of good name, euph. for left	
ἕβδομος, -η, -ον	N		seventh	
ἡ ἔρις, -ιδος	N		strife	
κάτω	V		down, below	
ἡ κατάπαυσις, -εως	N		rest	
δωρεάν	N		Freely, for no purpose	
εὐάρεστος, -ον	V		well-pleasing	
ἐπιδίδωμι	Adv		to give to	
ἐντρέπω	N		to turn about, to reverence, to put to shame, respect	
ὁ Ἰωνᾶς, -ᾶ	V		Jonah	
ὁ Καϊάφας, -α	N		Caiaphas	
ἔσω	Pre		within	
κατάγω	Adv		to bring down	
καθαιρέω	N		to take down, pull down	
ἡ εὐδοκία, -ας	N		good pleasure	
θνῄσκω	N		to die	
ἑξήκοντα	N		sixty	
τό κήρυγμα, -τος	V		a proclamation	
ἐπέρχομαι	N		to come to or upon	
εἰδωλόθυτος	V		sacrificed to idols	
ἡ ἐκδίκησις, -εως	N		vengeance, vindication	
ὁ Ἰσραηλίτης, -ου	V		an Israelite	
ἡ λαμπάς, -άδος	V		a torch, lamp	
ἡ μνᾶ, -ᾶς	V		a mina (Gr. monetary unit)	
ἡ νῆσος, -ου	V		an island	
ἡ κλίνη, -ης	V		a couch	
ὁ λεπρός, -οῦ	V		scaly, leprous	
ὁ μαργαρίτης, -ου	V		a pearl	
οὐράνιος, -ον	Adj		heavenly, in heaven, from heaven	
παρρησιάζομαι	N		to speak freely or boldly	
ὁ κίνδυνος, -ου	V		danger	
ἡ περίχωρος, -ου	N		neighboring	
ὁ λέων, -οντος	Pre		a lion	
μεταπέμπομαι	N		to send after, summon	
μεταξύ	N		between, after	
κραυγάζω	Adj		to cry out	
ἡ οἰκονομία, -ας	N		stewardship, administration	
τό κλάσμα, -τος	Adj		a broken piece	
λαμπρός, -ά, -όν	N		bright	
ὀνειδίζω	N		to reproach	
ὁ κλαυθμός, -οῦ	V		weeping	
μεστός, -ή, -όν	V		full	
νομικός, -ή, -όν	N		pertaining to the law; one skilled in the Mosaic law, a lawyer	
πιπράσκω	V		to sell	
κρούω	Adv		to knock, strike	
πλεονάζω	N		to superabound, to make to abound	
οἰκέω	V		to inhabit, dwell, live	
μονογενής, -ές	Adj		only begotten, only	
λιθάζω	N		to throw stones, to stone	
ὁ Σαμαρίτης, -ου	N		Samaritan	
τό ὑστέρημα, -τος	Adj		that which is lacking, need, want	
χάριν	V		in favor of, for the pleasure of	
ἡ σελήνη, -ης	V		the moon	
ἡ προσφορά, -ᾶς	N		an offering	
τρέφω	N		to make to grow, to nourish, feed	
τό Σόδομα, -ων	N		Sodom	
ἡ τάξις, -εως	N		an arranging, order	
προπέμπω	N		to send before, send forth	
ἡ στάσις, -εως	N		a standing, rebellion, dissension	
ἡ Σιδών, -ῶνος	Adv		Sidon	
ὁ φθόνος, -ου	Adj		envy	
ἡ στολή, -ῆς	N		equipment, apparel, robe	
ἀγωνίζομαι	N		to contend for a prize, struggle	
χρηματίζω	Adj		1. Have dealings or negotiate with<br>2.&nbsp;&nbsp;of an oracle, give a response (NT: Divine instructions or warnings)	
ἡ φθορά, -ᾶς	V		destruction, corruption	
στήκω	V		to stand, stand fast	
φθείρω	V		to destroy, corrupt, spoil	
προέρχομαι	V		to go in front, precede	
ἁγνός, -ή, -όν	Adj		pure, holy; chaste, innocent	
ὁ Σαούλ	N		Saul	
ἀδόκιμος, -ον	Adj		not standing the test, rejected	
ὁ Φῆλιξ, -ικος	N		Felix	
τό τεῖχος, -ους	V		a wall	
ὁ φόνος, -ου	Adj		a murder	
