Phrase	Grammar	Transcription	Translation	Notes
quinto			piąty	
io sono			ja jestem	
Lei è			Pan jest	
il professore			nauczyciel	
la maestra			nauczycielka	
l'allievo			uczeń	
l'allieva			uczennica	
io sono in piedi			ja stoję	
Lei è seduto			Pan siedzi	
Lei è seduta			Pani siedzi	
davanti			przed	
davanti al quadro			przed obrazem	
davanti alla finestra			przed oknem	
davanti a me			przede mną	
dietro			za	
dietro a me			za mną	
ma			ale	
dietro a Lei			za Panem; za Panią	
il verbo			czasownik	
ausiliare			posiłkowy	
essere			być	
io sono			ja jestem	
tu séi			ty jesteś	
egli è			on jest	imiona żywotne rodzaju męskiego
ella è			ona jest	imiona żywotne rodzaju żeńskiego
esso è			on jest	imiona nieżywotne rodzaju męskiego
essa è			ona jest	imiona nieżywotne rodzaju żeńskiego
noi siamo			my jesteśmy	
voi siete			wy jesteście	
essi sono			oni są	
esse sono			one są	
sono io?			czy jestem?	
sei tu?			czy jesteś?	
è egli?			czy on jest?	
è ella?			czy ona jest?	
è esso?			czy on jest?	
è essa?			czy ona jest?	
siamo noi?			czy jesteśmy?	
siete voi?			czy jesteście?	
sono essi?			czy oni są?	
sono esse?			czy one są?	
io non sono			ja nie jestem	
