Phrase	Grammar	Transcription	Translation	Notes
再		zài	ponownie; znowu	
接电话		jiē diànhuà	odebrać telefon	
地区号码		dìqū háomǎ	kod pocztowy	
地区号		dìqū háo	kod obszaru	
呼		hū	wydychać; krzyczeć; wołać	
呼机		hūjī	pager	
呼机号码		hūjī háomǎ	numer pager-a	
坏了		huàile	zepsuty	
忙音		mángyīn	sygnał zajętości	
手机		shǒujī	telefon komórkowy	
硬币		yìngbì	moneta	
对方付费电话		duìfāng fùfèi diànhuà	rozmowa na koszt odbiorcy	
接		jiē	odebrać; przyjąć; dołączyć	
连通		liántōng	połączyć; skomunikować	
无绳		wúshéng	bezprzewodowy	
国家号码		guójiā háomǎ	numer kierunkowy kraju	
拨		bō	zepchnąć; przesunąć; przywłaszczyć sobie	
拨号盘		bōhào pán	tarcza do wybierania numeru	
拨号音		bōhàoyīn	dźwięk wybierania numeru	
断了		duànle	rozłączony	
分机		fēnjī	numer wewnętrzny	
分机号码		fēnjī hàomǎ	numer wewnętrzny	
挂		guà	zawiesić	
稍等		shāoděng	proszę czekać	
国际电话		guójì diànhuà	rozmowa międzynarodowa	
留话		liúhuà	zostawić wiadomość	
线		xiàn	linia; drut; wątek	
本市电话		běn shì diànhuà	rozmowa międzymiastowa	
打电话		dǎ diànhuà	dzwonić przez telefon	
打		dǎ	uderzać; bić	
留言		liúyán	zostawić wiadomość	
接线员		jiēxiànyuán	operator telefoniczny	
电话号码簿		diànhuà hàomǎ bù	książka telefoniczna	
拿起		náqǐ	podnieść	
收到		shōudào	odebrać	
回电话		huí diànhuà	oddzwonić	
响		xiǎng	dźwięczeć; dzwonić	
转盘电话		zhuàn pán diànhuà	tarcza obrotowa do wybierania numeru	
杂音		záyīn	hałas	
干扰音		gànrǎoyīn	szum	
总机		zǒngjī	centrala	
电话卡		diànhuà kǎ	karta telefoniczna	
公共电话亭		gōnggòng diànhuà tíng	budka telefoniczna	
占线		zhànxiàn	linia zajęta	
对方		duìfāng	druga strona; partner; przeciwnik	
按键电话		ànjiàn diànhuà	wybieranie tonowe numeru	
试		shì	testować; wypróbować; eksperymentować	
请问是哪位		qǐngwèn shì nǎwèi	Przepraszam, kto mówi?	
号码错了		hàomǎ cuòle	to pomyłka	
