Phrase	Grammar	Transcription	Translation	Notes
sie ist keine Schülerin				
Hilde lehrt sie			Hilda uczy ją	
ich zähle				
du zählst				
zähle!			licz!	
ihr macht				
wir zählen				
zählt!			liczcie!	
du bist				
aber			lecz; ale	
da			wtem; tu	
du			ty	
einmal			raz	
gut			dobrze	
ich			ja	
ihr			wy	
kein, keine, kein			żaden, żadna, żadne	
kommen			przychodzić	
noch			jeszcze	
schon			już	
die Schwester			siostra	
der Vater			ojciec	
von ... bis ...			od ... do ...	
weiter			dalej	
weniger			mniej	
wieviel?			ile?	
wir			my	
zählen			liczyć	
zusammen			razem	
