Phrase	Grammar	Transcription	Translation	Notes
טוֹב			dobry	
רַע			zły	
יַפֶה			ładny	
זוֹל			tani	
רַב			liczny	
קָשֶׁה			trudny	
קַל			łatwy	
קַר			zimny	
חַם			gorący	
תְּמוּנָה			obraz	
מַיִם			woda	
נְסִיעָה			wycieczka	
תַּפּוּז			pomarańcza	
שְׁאֵלָה			pytanie	
חַיִּים			życie	
אַחֲרֵי			po	
לְאָן			dokąd?	
הַיוֹם			dzisiaj	
הַ			--	rodzajnik określony
הַרְצָאָה			wykład	
סִפְרִיָה			biblioteka	
כִּתָה			klasa	
פֹּה			tutaj	
מֵאַיִן			skąd	
עִבְרִי			hebrajski	
רוֹמַנְיָה			Rumunia	
רוּסְיָה			Rosja	
פּוֹלִין			Polska	
סִין			Chiny	
סוּרְיָה			Syria	
רַמַת־גַּן			Ramat-Gan	
גַם			także	
שֵׁם מִשְׁפָּחָה			nazwisko	
צָרְפַת			Francja	
פָּרִיס			Paryż	
מִצְרַיִם			Egipt	
אֵילַת			Ejlat	
לְבַנוֹן			Liban	
בַּת־יַם			Bat Yam	
