Phrase	Grammar	Transcription	Translation	Notes
der Morgen			poranek	04-10 Uhr
der Tag			dzień	
der Mittag			południe	12-14 Uhr
der Vormittag			przedpołudnie	10-12 Uhr
der Nachmittag			popołudnie	14-18 Uhr
der Abend			wieczór	18-23 Uhr
die Nacht			noc	23-04 Uhr
die Uhr			zegar; godzina	
die Hand	f		ręka	
der Zahn	m		ząb	
das Gesicht			twarz	
das Gericht			danie; potrawa	
tun	vt/vi		robić; czynić	
wecken			budzić	
aufwachen	vi		budzić się	
aufstehen			wstawać	
bleiben			pozostać	
essen			jeść	
verlaufen	vi		upływać	
gelten	vi		obowiązywać; dotyczyć; mieć opinię; uchodzić za	
schmecken			smakować	
sich waschen			myć się	
sich rasieren			golić się	
sich kämmen			czesać się	
sich anziehen			ubierać się	
sich unterhalten			rozmawiać	
sich putzen			czyścić	np. zęby
gewöhnlich	a		zwykły	
gewöhnlich	adv		zwykle	
selbst			sam	
fertig			gotowy	
