Phrase	Grammar	Transcription	Translation	Notes
am Tische			przy stole	
er liest eine Novelle				
sie liest einen Roman				
was liest du?			co czytasz?	
ich lese ein Märchen				
lies!			czytaj!	
im Zimmer			w pokoju	
sie spielt mit der Puppe				
sie zeichnet den Schrank, die Lampe, das Fenster				
sie zeichnet die Stühle				
zu Hilde			do Hildy	
bald			wkrótce	
die Ballade			ballada	
dann			potem	
endlich			wreszcie	
das Fenster			okno	
der Hund			pies	
die Katze			kot	
die Lampe			lampa	
lesen			czytać	
das Märchen			bajka	
die Novelle			nowela	
oder			albo; lub	
die Puppe			lalka	
der Roman			powieść	
sagen			mówić	
sehen			widzieć	
spielen			bawić się	
vielleicht			może	
zeichnen			rysować	
die Zeichnung			rysunek	
das Zimmer			pokój	
zuerst			najpierw	
