Phrase	Grammar	Transcription	Translation	Notes
# === a2-1 ===
aka			brat	
vatan			ojczyzna	
kitob			książka	
ayol			kobieta	
xat			list	
non			chleb	
daftar			zeszyt	
yo’l			droga	
uy			dom	
kishi			człowiek	
aql			rozum	
xabar			wiadoność	
maktab			szkoła	
dada			tata	
yer			ziemia	
suv			woda	
gul			kwiatek	
choy			herbata	
mana bu			właśnie to	
kim			kto	
nima			co	
aytmoq			powiedzieć	
olmoq			brać	
qilmoq			robić	
ochmoq			otworzyć	
bermoq			dać	
o’tirmoq			usiąść	
bormoq			pójść	
uxlamoq			spać	
yurmoq			iść	
aqlli			rozumny	
baland			wysoki	
dono			mądry	
haqiqiy			prawdziwy	
issiq			gorący	
katta			duży	
kichik			młodszy; mały	
past			niski	
sovuq			zimny	
yaxshi			dobry	
yosh			młody	
chiroyli			ładny	
bor			jest; istnieje	
yo’q			nie ma; nie istnieje	
bir			jeden	
birinchi			pierwszy	
yigirma			dwadzieścia	
yigirmanchi			dwudziesty	
ikki			dwa	
ikkinchi			drugi	
o’ttiz			trzydzieści	
o’ttizinchi			trzydziesty	
uch			trzy	
uchinchi			trzeci	
qirq			czterdzieści	
qirqinchi			czterdziesty	
to’rt			czterty	
to’rtinchi			czwarty	
ellik			pięćdziesiąt	
elliginchi			pięćdziesiąty	
besh			pięć	
beshinchi			piąty	
oltmish			sześćdziesiąt	
oltmishinchi			sześćdziesiąty	
olti			sześć	
oltinchi			szósty	
yetmish			siedemdziesiąt	
yetmishinchi			siedemdziesiąty	
yetti			siedem	
yettinchi			siódmy	
sakson			osiemdziesiąt	
saksoninchi			osiemdziesiąty	
sakkiz			osiem	
sakkizinchi			ósmy	
to’qson			dziewięćdziesiąt	
to’qsoninchi			dziewięćdziesiąty	
to’qqiz			dziewięć	
to’qqizinchi			dziewiąty	
yuz			sto	
yuzinchi			setny	
o’n			dziesięć	
o’ninchi			dziesiąty	
ming			tysiąc	
minginchi			tysiączny	
# === a2-2 ===
kayfiyat			nastrój; samopoczucie	
kech			wieczór	
kun			dzień	
mehmon			gość	
mezbon			gospodyni domu	
salomlashish			powitanie; pozdrowienie	
sog’lik			zdrowie	
tong			świt	
xayrlashish			pożegnanie	
о’g’il			syn	
оt			imię	
ism			imię	
barcha			wszyscy	
bari			wszyscy	
hamma			wszyscy	
qanday?			jak?	
qalay?			jak?	
necha?			ile?	
nechta?			ile?	
kelmoq			przychodzić	
ketmoq			odchodzić	
ko’rsatmoq			pokazać	
qaramoq			patrzeć	
salomlashmoq			witać się	
uyg’onmoq			budzić się	
xayrlashmoq			żegnać się	
chiqmoq			wychodzić	
ko’k			niebieski	
mazali			smaczny	
oq			biały	
shirin			słodki	
qora			czarny	
Assalomu alaykum!			Dzień dobry!	Pokój z wami!
Salomatmisiz?			Jesteście zdrowi?	
Salomatmisan?			Jesteś zdrowy?	
Ishlaringiz qanday?			Jak wasze sprawy?	
Ishlaring qanday?			Jak twoje sprawy?	
Ahvollaringiz yaxshimi?			Jak wasze zdrowie?	
Ahvollaring yaxshimi?			Jak twoje zdrowie?	
Kayfiyatlaringiz yaxshimi?			Macie się dobrze?	
Kayfiyatlaring yaxshimi?			Masz się dobrze?	
Xayrli tong!			Dzień dobry!	rano
Salom!			Cześć!	
Xayrli kun!			Dzień dobry!	
Qalaysan?			Jak się masz?	
Xayrli kech!			Dobry wieczór!	
Yaxshimisan?			Jak się masz?	
Xayrli tun!			Dobranoc!	
Xayr!			Żegnajcie! Żegnaj!	
Sog’ bo’ling!			Bądźcie zdrowi!	
Sog’bo’l!			Badź zdrów!	
Sog’omon bo’ling!			Bądźcie zdrowi!	
Yaxshi qoling!			Zostańcie w pokoju!	
Ko’rishguncha!			Do widzenia!	
Uchrashguncha!			Do widzenia!	
# === a2-3 ===
katta			duży	
kichik			młodszy; mały	
yo’ldosh			towarzysz podróży	
do’st			przyjaciel	
dugona			przyjaciółka	
o’rtoq			towarzysz	
tanish			znajomy; kolega	
shahar			miasto	
qishloq			wieś	
oila			rodzina	
hovli			podwórze	
xonadon			dom; rodzina	
qo’shni			sąsiad	
hamkasb			kolega	
deraza			okno	
eshik			drzwi	
darvoza			brama	
dasturxon			obrus	
kichkintoy			mały	
qiziqarli			interesujący	
keng			szeroki	
qaysi?			jaki?	
o’zim			sam; sama	
tanishmoq			poznać się	
ko’rmoq			zobaczyć	
yashamoq			żyć	
bilmoq			wiedzieć	
joylashmoq			znajdować się; osiąść	
ishlamoq			pracować	
o’qimoq			uczyć się; czytać	
