Phrase	Grammar	Transcription	Translation	Notes
air kelapa			sok orzecha kokosowego	
air putih			woda do picia	
anjing			pies	
bertanya			zadać pytanie	
boléh			móc	
Boleh saya bertanya?			Czy mogę zadać pytanie?	
burung			ptak	
di luar			na zewnątrz	
di sebelah kiri			na lewo od ...; po lewej stronie	
di sebelah kanan			na prawo od ...; po prawej stronie	
di tengah-tengah			pośrodku	
garasi			garaż	
guru			nauczyciel	
kandang			klatka; zagroda	
kelapa			orzech kokosowy	
pohon kelapa			palma kokosowa	
kucing			kot	
luas			obszerny; rozległy; duży	
mangga			mango	
pohon mangga			drzewo mango	
mempunyai			mieć; posiadać; być właścicielem	
oh ya			o, przypomniało mi się	
pembantu			pomocnik; służąca; gosposia	
tinggi			wysoki	
