Phrase	Grammar	Transcription	Translation	Notes
pagi			poranek	
siang			południe	
sore			wieczór	
malam			noc	
anda			ty	
dari mana			skąd	
o begitu			rozumiem	
saya kira			myślę, że	
rumah			dom	
gedung			budynek	
toko			sklep	
sekolah			szkoła	
mesjid			meczet	
gereja			kościół	
pasar			rynek	
pabrik			fabryka	
rumah sakit			szpital	
kantor			biuro	
Rusia			Rosja	
restoran			elegancka restauracja	
resto			restauracja "trendy"	
Selandia Baru			Nowa Zelandia	
Mesir			Egipt	
Inggris			Anglia	
Jerman			Niemcy	
mau			chcieć	
mari			do widzenia	
Pak			proszę pana	
Bu			proszę pani	
sakit			chory	
