Phrase	Grammar	Transcription	Translation	Notes
alun-alun			wspólne tereny miejskie	teren zielony w centrum indonezyjskiego miasta, szczególnie na Jawie i Bali
bupati			naczelnik okręgu lub dystryktu	
désa			wieś; jednostka administracyjna równoważna wsi, również na terenach miejskich	
kampung			wieś	
kelas			klasa; rok nauki	
ruang kelas			klasa	pomieszczenie
kué			ciastko; ciasto	
kebun			ogród; plantacja	
méja			stół	
pésta			przyjęcie; święto	
perahu			łódka	
perahu layar			żaglówka; jacht	
pertandingan			mecz	
pertandingan sepak bola			mecz piłki nożnej	
pulau			wyspa	
sayuran			warzywa	
sépak bola			piłka nożna	
sungai			rzeka	
