Phrase	Grammar	Transcription	Translation	Notes
air			woda	
apakah			czy	
awas			bądź ostrożny, strzeż się	
ayam			kurczak	
ayam jago			kogut	
bebek			kaczka	
belum			jeszcze nie; zanim	
biasa			przywyknąć, przyzwyczaić się	
botol			butelka	
bunga			kwiat	
bunga anggerek			orchidea	
coba			próbować	
dengar			słyszeć	
gereja			kościół	
goreng			smażony	
ikan			ryba	
isteri			żona	
kalau			jeśli	
kambing			koza; owca	
kebun			ogród	
kelapa			orzech kokosowy	
kemudian			następnie	
laki-laki			męski, mężczyzna	
makanan			jedzenie, żywność	
masak			gotować	
masih			jeszcze	
mata			oko	
mata sapi			smażone jajko	
merah			czerwony	
mesjid			meczet	
muka			twarz; przód	
nasi			ryż	
pagi			poranek	
panas			gorący	
pedas			pikantny	
piara			hodować	
pisang			banan	
pohon			drzewo	
rasa			smak	
rendah			niski	
sapi			krowa	
sarapan			śniadanie	
sekali			bardzo	
selalu			zawsze	
selamat pagi			dzień dobry	
suami			mąż	
suara			głos	
tanam			zasadzić	
tinggi			wysoki	
tukang kebun			ogrodnik	
waduh!			O Boże!	
