Phrase	Grammar	Transcription	Translation	Notes
被	bèi	[passive marker]	HSK 3
除了	chúle	except for	HSK 3
跟	gēn	and, with	HSK 3
根据	gēnjù	according to, based on	HSK 3
关于	guānyú	about, concerning, regarding	HSK 3
为	wèi	for; to	HSK 3
为了	wèile	for the purpose of, in order to	HSK 3
向	xiàng	towards	HSK 3
