Phrase	Grammar	Transcription	Translation	Notes
等	děng	etc.	HSK 4
呀	ya	[modal particle equivalent often used to express surprise or enthusiasm]	HSK 4
之	zhī	[possessive particle, literary equivalent of 的]	HSK 4
