Phrase	Grammar	Transcription	Translation	Notes
不然	conj	bùrán	otherwise; how about ...?	HSK 5
除非	conj	chúfēi	unless; besides	HSK 5
此外	conj	cǐwài	in addition, furthermore	HSK 5
从而	conj	cóngér	thereby	HSK 5
反而	conj	fǎnér	instead; on the contrary; contrary (to expectations)	HSK 5
反正	conj	fǎnzhèng	anyway...	HSK 5
何必	conj	hébì	there is no need	HSK 5
何况	conj	hékuàng	let alone, what's more	HSK 5
或许	conj	huòxǔ	perhaps/maybe	HSK 5
假如	conj	jiǎrú	if	HSK 5
假设	conj	jiǎshè	supposing, assuming	HSK 5
可见	conj	kějiàn	it can clearly be seen (that this is the case)	HSK 5
难怪	conj	nánguài	no wonder	HSK 5
哪怕	conj	nǎpà	even if, even though	HSK 5
宁可	conj	nìngkě	would rather	HSK 5
万一	conj	wànyī	in the event that, what if; just in case	HSK 5
要不	conj	yàobù	otherwise, how about...	HSK 5
一旦	conj	yīdàn	once (something happens, then...)	HSK 5
以及	conj	yǐjí	as well as	HSK 5
以来	conj	yǐlái	since (a previous event)	HSK 5
因而	conj	yīnér	therefore	HSK 5
与其	conj	yǔqí	rather than...	HSK 5
则	conj	zé	(conjunction used to express contrast with a previous clause) but	HSK 5
至于	conj	zhìyú	as for, to go so far as	HSK 5
自从	conj	zìcóng	since (a time); ever since (something happened)	HSK 5
总之	conj	zǒngzhī	in a word, in brief	HSK 5
