Phrase	Grammar	Transcription	Translation	Notes
多少	duōshǎo	ile?	HSK 1
几	jǐ	ile? kilka	HSK 1
哪	nǎ	który?	HSK 1
哪儿	nǎr	gdzie?	HSK 1
什么	shénme	co? dlaczego?	HSK 1
谁	shéi	kto?	HSK 1
怎么	zěnme	jak?	HSK 1
怎么样	zěnmeyàng	w jaki sposób?	HSK 1
为什么	wèishénme	dlaczego?	HSK 2
如何	rúhé	jak?	HSK 5
