Phrase	Grammar	Transcription	Translation	Notes
le garçon	N		chłopiec	
le crayon	N		ołówek	
le banc	N		ławka	
le cahier	N		zeszyt	
l'homme	N		mężczyzna	
le livre	N		książka	
le stylo	N		pióro	
la chaise	N		krzesło	
la femme	N		kobieta	
la fille	N		dziewczyna	
la gomme	N		gumka	
la règle	N		linijka	
la serviette	N		teczka	
la table	N		stół	
Qu'est-ce que c'est?			Co to jest?	
Est-ce un ...?			Czy to jest ...?	
Oui, c'est un ...			Tak, to jest ...	
Non, ce n'est pas un ...			Nie, to nie jest ...	
