Phrase	Grammar	Transcription	Translation	Notes
的		de	należący do	
我		wǒ	ja	
你		nǐ	ty	
是		shì	być	
了		le	-	oznacza zakończoną czynność
不		bù	nie	
在		zài	w; w trakcie	
他		tā	on	
我们		wǒmen	my	
好		hǎo	dobry	
有		yǒu	mieć	
这		zhè	to	
会		huì	umieć	
吗		ma	czy?	
什么		shénme	co?	
说		shuō	mówić	
她		tā	ona	
想		xiǎng	chcieć; myśleć; wierzyć	
一		yī	jeden	
很		hěn	bardzo	
人		rén	człowiek	
那		nà	tamten	
来		lái	przychodzić	
都		dōu	wszyscy; obaj	
个		ge	sztuka	
能		néng	móc	
去		qù	iść; jechać	
和		hé	i; z	
做		zuò	robić	
上		shàng	na; nad	
没有		méiyǒu	nie ma	
看		kàn	widzieć; patrzeć	
怎么		zěnme	jak?	
现在		xiànzài	teraz	
点		diǎn	kropka; trochę; godzina	
呢		ne	a ...?	
太		tài	zbytnio; za bardzo	
里		lǐ	wewnątrz; chińska mila (~.5 km)	
听		tīng	słuchać; słyszeć	
谁		shéi	kto?	
多		duō	dużo	
时候		shíhou	czas	
下		xià	opadać; pod	
谢谢		xièxie	dziękuję	
先生		xiānsheng	pan	
喜欢		xǐhuan	lubić	
大		dà; dài	duży; wielki	
东西		dōngxi	rzeczy	
小		xiǎo	mały; młody	
叫		jiào	nazywać się	
爱		ài	kochać	
年		nián	rok	
请		qǐng	prosić; zapraszać	
回		huí	wracać; odpowiadać; zwracać	
工作		gōngzuò	pracować; praca	
钱		qián	pieniądze; moneta	
吃		chī	jeść	
开		kāi	otwierać; zaczynać; prowadzić pojazd	
家		jiā	rodzina; dom	
哪		nǎ	który? jak?	
朋友		péngyou	przyjaciel	
妈妈		māma	mama	
今天		jīntiān	dzisiaj	
几		jǐ	ile? kilka	
爸爸		bàba	tata	
些		xiē	trochę; kilka	
怎么样		zěnmeyàng	w jaki sposób? jak?	
对不起		duìbuqǐ	przepraszam	
住		zhù	mieszkać; zatrzymać się	
三		sān	trzy	
高兴		gāoxìng	szczęśliwy; zadowolony	
买		mǎi	kupować	
医生		yīshēng	lekarz	
哪儿		nǎr	gdzie?	
字		zì	litera; znak pisma	
名字		míngzi	imię	
认识		rènshi	znać	
坐		zuò	siedzieć	
喝		hē	pić	
写		xiě	pisać	
月		yuè	księżyc; miesiąc	
号		hào	numer; data	
狗		gǒu	pies	
岁		suì	lata; wiek	
看见		kànjiàn	widzieć; zobaczyć	
打电话		dǎ diànhuà	dzwonić; telefonować	
喂		wèi	halo	
儿子		érzi	syn	
漂亮		piàoliang	ładny; piękny	
分钟		fēnzhōng	minuta	
再见		zàijiàn	do widzenia	
本		běn	-	klasyfikator książek
明天		míngtiān	jutro	
少		shǎo	nieliczny; mało	
多少		duōshao	ile?	
块		kuài	kawałek; kwota	
女儿		nǚ'ér	córka	
小姐		xiǎojie	młoda kobieta; pani	
衣服		yīfu	ubranie	
水		shuǐ	woda	
学校		xuéxiào	szkoła	
电影		diànyǐng	film	
书		shū	książka; list	
四		sì	cztery	
五		wǔ	pięć	
医院		yīyuàn	szpital	
没关系		méi guānxi	nic nie szkodzi	
飞机		fēijī	samolot	
二		èr	dwa	
电视		diànshì	telewizja	
读		dú	czytać; uczyć się	
后面		hòumian	z tyłu; za	
昨天		zuótiān	wczoraj	
睡觉		shuì jiào	spać; zasypiać	
六		liù	sześć	
老师		lǎoshī	nauczyciel	
星期		xīngqī	tydzień	
十		shí	dziesięć	
猫		māo	kot	
电脑		diànnǎo	komputer	
热		rè	gorąco; gorący	
学生		xuésheng	student	
下午		xiàwǔ	popołudnie	
学习		xuéxí	uczyć się	
冷		lěng	zimny	
不客气		bú kèqi	proszę bardzo; nie ma za co dziękować	
前面		qiánmiàn	z przodu	
八		bā	osiem	
中国		Zhōngguó	Chiny	
七		qī	siedem	
菜		cài	potrawa; warzywa	
桌子		zhuōzi	stół; biurko	
出租车		chūzūchē	taksówka	
天气		tiānqì	pogoda	
茶		chá	herbata	
九		jiǔ	dziewięć	
商店		shāngdiàn	sklep	
椅子		yǐzi	krzesło	
同学		tóngxué	kolega ze szkoły	
一点儿		yìdiǎnr	trochę; nieco	
苹果		píngguǒ	jabłko	
饭店		fàndiàn	restauracja; hotel	
中午		zhōngwǔ	południe	
上午		shàngwǔ	przedpołudnie	
水果		shuǐguǒ	owoc	
杯子		bēizi	kubek; szklanka	
下雨		xiàyǔ	pada deszcz	
米饭		mǐfàn	kasza ryżowa	
北京		Běijīng	Pekin	
汉语		Hànyǔ	język chiński	
