Phrase	Grammar	Transcription	Translation	Notes
אֲתָר			site	L26
חוֹק			law	L26
טַיֶילֶת			promenade	L26
יָמִין			right	L26
כְּנֵסִיָיה			church	L26
מַטְבֵּעַ			coin, Currency	L26
מַטְבְּעוֹת			coins	L26
מִסְגָּד			mosque	L26
נַצְרוּת			Christianity	L26
צַד			side	L26
צְדָדִים			sides	L26
שְׂמֹאל			left	L26
תַּיָירוּת			tourism	L26
גָּדֵל			grow	L26
גְּדֵלָה			grow (f)	L26
לִגְדול			to grow	L26
מְחַמֵם			warm	L26
מְחַמֶמֶת			warm (f)	L26
לְחַמֵם			to warm	L26
מְעַשֵן			smoke	L26
מְעַשֶנֶת			smoke (f)	L26
לְעַשֵן			to smoke	L26
נִכְנַס ל			enter	L26
נִכְנֶסֶת ל			enter (f)	L26
לְהִכָּנֵס ל			to enter	L26
נִפְגַּשׁ עם			meet<br>(niphal)	L26
נִפְגֶּשֶׁת עם			meet (f)	L26
לְהִפָּגֵשׁ עם			to meet<br>(niphal)	L26
נִשְׁאַר			stay/remain	L26
נִשְׁאֶרֶת			stay/remain (f)	L26
לְהִשָּׁאֵר			to stay/remain	L26
עוֹצֵר			stop	L26
עוֹצֶרֶת			stop (f)	L26
לַעֲצוֹר			To stop<br>not hafsik	L26
שׂוֹחֶה			Swim	L26
שׂוֹחָה			Swim (f)	L26
לִשְׂחוֹת			to Swim	L26
טִבְעִי			natural	L26
טִבְעִית			natural (f)	L26
עָנִי			poor	L26
עֲנִיָיה			poor (f)	L26
נוּדְנִיק			A "nag" / a nagger / pest / nudge, pain in the neck	L26
אִסְלָאם			Islam	L26
מוּל			opposite / in front / across from	L26
דַמְקָה			checkers	L26
