Phrase	Grammar	Transcription	Translation	Notes
בַּעַל חַיִים			animal	2L11 Noun
דַחַף			urge	2L11 Noun
הִתְנַהֲגוּת			behavior	2L11 Noun
כַּווֶרֶת			beehive	2L11 Noun
כְּלוּב			cage	2L11 Noun
כַּעַס			anger	2L11 Noun
מַגֶדֶת עֲתִידוֹת			fortune teller	2L11 Noun
מְשִיבוֹן			answering machine	2L11 Noun
עֲקִיצָה			sting (the wound)	2L11 Noun
צַעַר			sorrow	2L11 Noun
קִרְקָס			circus	2L11 Noun
שוֹרֶש			root	2L11 Noun
שוֹפֵט			judge /referee	2L11 Noun
שְׂמִיכָה			blanket	2L11 Noun
תוּכִּי			parrot	2L11 Noun
כַּנִרְאֶה			probably	2L11
עַל יְדֵי			by	2L11
הֶאֱכִיל			fed	2L11 Verb
לְהַאֲכִיל			to be fed	2L11 Verb
נֶאֱסַף			be gathered / collected	2L11 Verb
לְהֵיאָסֵף			to be gathered / collected	2L11 Verb
הֶחְזִיק			hold	2L11 Verb
לְהַחְזִיק			to hold	2L11 Verb
הִתְנַשֵק			kiss (with)	2L11 Verb
לְהִתְנַשֵק			to kiss (with)	2L11 Verb
נִדְלַק			be lit	2L11 Verb
לְהִידָלֵק			to be lit	2L11 Verb
נִזְהַר			be careful (from)	2L11 Verb
לְהִיזָהֵר			to be careful (from)	2L11 Verb
נֶעֱזַב			be left (behind)	2L11 Verb
לְהֵיעָזֵב			to be left behind	2L11 Verb
נֶעֱזַר			be helped (in)	2L11 Verb
לְהֵיעָזֵר			to be helped (in)	2L11 Verb
נֶעֱצַר			be stopped / arrested	2L11 Verb
לְהֵיעָצֵר			to be stopped / arrested	2L11 Verb
נֶעֱקַץ			be stung	2L11 Verb
לְהֵיעָקֵץ			to be stung	2L11 Verb
נִפְגַע			be hurt (from)	2L11 Verb
לְהִיפָּגַע			to be hurt (from)	2L11 Verb
נִפְצַע			be injured (from)	2L11 Verb
לְהִיפָּצַע			to be injured (from)	2L11 Verb
נִרְדַף			be chased	2L11 Verb
לְהֵירָדֵף			to be chased	2L11 Verb
נִשְבַּר			be broken	2L11 Verb
לְהִישָבֵר			to be broken	2L11 Verb
נִשְכַּח			be forgotten	2L11 Verb
לְהִישָכַח			to be forgotten	2L11 Verb
עָצַר			stop	2L11 Verb
עָקַץ			sting	2L11 Verb
לַעֲקוֹץ			to sting	2L11 Verb
פָּצַע			injure	2L11 Verb
לִפְצוֹעַ			to injure	2L11 Verb
רָדַף			chase	2L11 Verb
לִרְדוֹף			to chase	2L11 Verb
עָמוֹק			deep	2L11 Adjective
עֲמוּקָה			deep (f)	2L11 Adjective
תָפוּס			busy/taken	2L11 Adjective
תְפוּסָה			busy/taken (f)	2L11 Adjective
