Phrase	Grammar	Transcription	Translation	Notes
לַחְשוֹב			to think	L5 Verb
חוֹשֵב			think	L5 Verb
לִלְבּוֹש			to wear	L5 Verb
לוֹבֵש			wear	L5 Verb
לָרוּץ			to run	L5 Verb
רָץ			run	L5 Verb
לִשְאוֹל			to ask	L5 Verb
שוֹאֵל			ask	L5 Verb
בְּשֶקֶט			quietly	L5
וְעוּד			and more	L5
לְאַט			slow / slowly	L5
מַהֵר			fast	L5
מִישֶהוּ			somebody	L5
קָשֶה			hard	L5
מַה שְמֵךְ			What is your name?	L5
מַה שִמְךָ			What is your name?	L5
שְמִי			my name (is)	L5
אָלֶף בֵּית			alphabet	L5
בֶּגֶד			garment / cloths	L5
בַּעַל			husband	L5
גְנִיזָה			archives	L5
זְמַן			time	L5
יְהוּדִיָיה			jew	L5
יְהוּדִי			jew	L5
רַב			rabbi	L5
שֵם			name	L5
