Phrase	Grammar	Transcription	Translation	Notes
עוֹשֶׂה			robi	 
רוֹצֶה			chce	 
שוֹתֶה			pije	 
לְ			do; dla	
עִם			z	
אֶרֶץ			kraj	
מִיץ			sok	
מִסְעָדָה			restauracja	
עִיר			miasto	
סֶרֶט			film	
רֶגַע			chwila	
רוּסִית			język rosyjski	
לְאָן			dokąd?	
אֲנַחְנוּ			my	
הוּא			on	
סִינַי			Synaj	
מָתֵמָטִיקָה			matematyka	
סְטוּדֶנְט			student	
סְטוּדֶנְטִית			studentka	
קוֹקָה קוֹלָה			Coca-Cola	
קְיוֹסְק			kiosk	
אוֹ קֵיי			o.k.	
אוּלַי			może	
מְצוּיָן			doskonale	
נָעִים			miło	
סְלִיחָה			przepraszam	
קְצָת			trochę	
רַק			tylko	
מִצְרַיִם			Egipt	
מֶקְסִיקוֹ			Meksyk	
סִין			Chiny	
עִירָק			Irak	
קֶנְיָה			Kenia	
עוּגָה			ciasto	
מַה נשְׁמַע			Co słychać?	
נָעִים מְאוֹד			bardzo mi miło	
לַעֲשׂוֹת חַיִים			świetnie się bawić	
אֶלֶקְטְרוֹנִיקָה			elektronika	
סטוּדנטית			studentka	
סטוּדנט			student	
סָלָט			sałatka	
קוֹמוּנִיקַצְיָה			komunikacja	
קוֹנְצֶרְט			koncert	
שׁוֹקוֹלָד			czekolada	
דִיסְנִילֶנד			Disneyland	
טוֹקְיוֹ			Tokio	
יְרוּשָׁלַיִם			Jerozolima	
