Phrase	Grammar	Transcription	Translation	Notes
אֶבֶן			stone	L23
אֲבָנִים			stones	L23
אַגָדָה			legend/tale	L23
אוֹמָן			artist	L23
אוֹמָנִית			artist (f)	L23
בִּנְיָין			building	L23
הַתְחָלָה			beginning	L23
חוֹמָה			wall (except city walls)	L23
מַחֲלָה			disease, illness	L23
מַצָב			situation/status/condition	L23
סוֹפֵר			writer, author	L23
סוֹפֶרֶת			writer, author (f)	L23
פִּיל			elephant	L23
פִּילָה			elephant (f)	L23
תְמוּנָה			picture/painting	L23
תְנַאי			condition	L23
תְנאִים			conditions (p)	L23
חוֹלָה			sick (f)	L23
לַחְלוֹת			to become ill, to sicken	L23
חוֹלֵם			dream	L23
חוֹלֶמֶת			dreams (f)	L23
לַחְלוֹם			to dream	L23
מֵת			die	L23
מֵתָה			die (f)	L23
לָמוּת			to die	L23
שוֹקֵל			weigh	L23
שוֹקֶלֶת			weigh (f)	L23
לִשְקוֹל			to weigh	L23
נָקִי			clean	L23
נְקִיָּיה			clean (f)	L23
עָשִיר			rich	L23
עָשִירָה			rich (f)	L23
קָדוֹש			holy	L23
קְדוֹשָה			holy (f)	L23
רָחוֹק			far	L23
רְחוֹקָה			far (f)	L23
הָעִירָה			to the town	L23
מִזְמָן			a long time ago	L23
מִחוּץ ל			outside of	L23
מִסָבִיב ל			around the...	L23
עוֹד פַּעַם			again, one more time	L23
כוֹלֶרָה			cholera	L23
טוּרְקִי			turkish	L23
מִילְיוֹן			million	L23
סִימְפָּטִי			likable/ nice	L23
שֹוּלְטָן			sultan	L23
