Phrase	Grammar	Transcription	Translation	Notes
אֵבֶל			mourning	2L12 Noun
אָרוֹן			cupboard / coffin	2L12 Noun
בּוֹגֵד			traitor	2L12 Noun
בָּסִיס			basis, base	2L12 Noun
גְבוּרָה			heroism	2L12 Noun
גוֹרָל			fate / fortune	2L12 Noun
גִיבּוֹר			hero	2L12 Noun
חוּרְבָּן			destruction	2L12 Noun
כָּבוֹד			honor	2L12 Noun
מְפַקֵד			commander	2L12 Noun
מֶרֶד			revolt	2L12 Noun
עֶבֶד			slave	2L12 Noun
עַבְדוּת			slavery	2L12 Noun
קְדוּשָה			sanctity / holiness	2L12 Noun
קַנַאי			zealot / fanatic	2L12 Noun
הוֹדִיעַ			inform	2L12 Verb
לְהוֹדִיעַ			to inform	2L12 Verb
כָּבַש			conquer	2L12 Verb
לִיווָה			accompany / escort	2L12 Verb
לְלַווֹת			to accompany / escort	2L12 Verb
מָנַע			prevent	2L12 Verb
לִמְנוֹעַ			to prevent	2L12 Verb
לְאוּמִי			national	Adjective 2L12
לְאוּמִית			national (f)	Adjective 2L12
עֶלְיוֹן			superior / upper	Adjective 2L12
עֶלְיוֹנָה			superior / upper (f)	Adjective 2L12
רוּחַנִי			spiritual	Adjective 2L12
רוּחָנִית			spiritual (f)	Adjective 2L12
קָבוּעַ			constant / fixed / permanent	Adjective 2L12
קְבוּעָה			constant / fixed / permanent	Adjective 2L12
רְצִינִי			serious	Adjective 2L12
רְצִינִית			serious (f)	Adjective 2L12
בְּטָעוּת			mistakenly	2L12
בְּעַד			pro / for	2L12
וְאִילוּ			and on the other hand	2L12
לְמַאֲשֶׂה			actually / in fact	2L12
מֵרֹאש			ahead / in advance	2L12
נֶגֶד			con / against	2L12
