Phrase	Grammar	Transcription	Translation	Notes
一點鐘		yī diǎnzhōng	pierwsza godzina; jedna godzina	
吃飯		chī fàn	jeść	
謝謝		xièxie	dziękować	
手錶		shǒubiǎo	zegarek na rękę	
今天		jīntiān	dzisiaj	
做飯		zuòfàn	gotować; przygotować posiłek	
作飯的人		zuòfàn de rén	kucharz	
時候		shíhou	czas	
什麼時候		shénme shíhou	kiedy?	
甚麽時候		shénme shíhou	kiedy?	
生日		shēngrì	urodziny	
再見		zàijiàn	do widzenia	
還是		háishi	albo	
茶碗		cháwǎn	filiżanka; czarka do herbaty	
昨天		zuótiān	wczoraj	
明天見		míngtiān jiàn	do jutra!; do zobaczenia!	
# === 8 ===

